corpus	sent_id	left	node	right	node_sentences	usage
ind_mixed_2012_1M	32932	Baju-baju seragam begitu beragam, hingga baju seragam yang mestinya	dikenakan	pada saatnya sering terlihat tidak dipakai, digantikan oleh baju seragam bikinan sendiri, yang tentu saja lebih matching.	Baju-baju seragam begitu beragam, hingga baju seragam yang mestinya <m>dikenakan</m> pada saatnya sering terlihat tidak dipakai, digantikan oleh baju seragam bikinan sendiri, yang tentu saja lebih matching.	wear
ind_mixed_2012_1M	811841	Berarti keterangan saksi belum menyentuh substansi dugaan pidana yang	dikenakan	pada Sayamsuddin.	Berarti keterangan saksi belum menyentuh substansi dugaan pidana yang <m>dikenakan</m> pada Sayamsuddin.	subject to/imposed
ind_mixed_2012_1M	311881	Alas hak yang melahirkannya harus diumumkan Bila bunga tanah	dikenakan	pada sebidang tanah tertentu, maka pemilik semula, kepada siap bunga harus dibayar, tidak lagi berhak menuntut pengembalian tanah, bila pembayaran bunga dilalaikan.	Alas hak yang melahirkannya harus diumumkan Bila bunga tanah <m>dikenakan</m> pada sebidang tanah tertentu, maka pemilik semula, kepada siap bunga harus dibayar, tidak lagi berhak menuntut pengembalian tanah, bila pembayaran bunga dilalaikan.	subject to/imposed
ind_mixed_2012_1M	92381	Dari sudut pandang nubuat, Babel adalah suatu simbol yang	dikenakan	pada seorang perempuan (Wahyu 17).	Dari sudut pandang nubuat, Babel adalah suatu simbol yang <m>dikenakan</m> pada seorang perempuan (Wahyu 17).	wear
ind_mixed_2012_1M	777830	Metode eksperimental menggunakan dua kelompok ekuivalent, salah satunya	dikenakan	pada stimulus sementara yang lain tidak.	Metode eksperimental menggunakan dua kelompok ekuivalent, salah satunya <m>dikenakan</m> pada stimulus sementara yang lain tidak.	subject to/imposed
ind_mixed_2012_1M	238956	""" Kata ""Kyrios"" sebenarnya bukan kata yang hanya bisa"	dikenakan	pada suatu Ilah.	""" Kata ""Kyrios"" sebenarnya bukan kata yang hanya bisa <m>dikenakan</m> pada suatu Ilah."	be applied to
ind_mixed_2012_1M	292200	Desain satu kelompok pretest-pretest Design randomized control group only Dalam One shot study case, perlakuan	dikenakan	pada suatu kelompok unit percobaan tertentu, kemudian diadakan pengukuran terhadap variabel dependen.	Desain satu kelompok pretest-pretest Design randomized control group only Dalam One shot study case, perlakuan <m>dikenakan</m> pada suatu kelompok unit percobaan tertentu, kemudian diadakan pengukuran terhadap variabel dependen.	subject to/imposed
ind_mixed_2012_1M	431977	Dakwaan yang	dikenakan	pada Taufik Kamil adalah UU Anti Korupsi No 30 tahun 1999 dan UU No 20 tahun 2001.	Dakwaan yang <m>dikenakan</m> pada Taufik Kamil adalah UU Anti Korupsi No 30 tahun 1999 dan UU No 20 tahun 2001.	subject to/imposed
ind_mixed_2012_1M	400378	Sajak POT seperti sebuah pengakuan akan ketidakcakapan kiasan pot tersebut untuk	dikenakan	pada Tuhan.	Sajak POT seperti sebuah pengakuan akan ketidakcakapan kiasan pot tersebut untuk <m>dikenakan</m> pada Tuhan.	be applied to
ind_mixed_2012_1M	272425	Meskipun demikian peringatan yang jelas, dan peringatan yang	dikenakan	pada vaksin? bangsa ini telah dikhianati!	Meskipun demikian peringatan yang jelas, dan peringatan yang <m>dikenakan</m> pada vaksin? bangsa ini telah dikhianati!	subject to/imposed
ind_mixed_2012_1M	704888	Selanjutnya anda mengutip ayat PB yg berbicara mengenai keselamatan AFTER Christ (PB) dan bukannya BEFORE Christ (PL) untuk	dikenakan	pada ZAMAN PL (BC).	Selanjutnya anda mengutip ayat PB yg berbicara mengenai keselamatan AFTER Christ (PB) dan bukannya BEFORE Christ (PL) untuk <m>dikenakan</m> pada ZAMAN PL (BC).	subject to/imposed
ind_mixed_2012_1M	905556	Tuduhan yang	dikenakan	padanya adalah ia secara umum tidak menyetujui ziarah, api penyucian, doa -doa kepada orang kudus, doa-doa kepada orang mati, kebaktian dan telah menyangkal ketidakmungkinan Paus untuk berbuat salah.	Tuduhan yang <m>dikenakan</m> padanya adalah ia secara umum tidak menyetujui ziarah, api penyucian, doa -doa kepada orang kudus, doa-doa kepada orang mati, kebaktian dan telah menyangkal ketidakmungkinan Paus untuk berbuat salah.	subject to/imposed
ind_mixed_2012_1M	5634	Dr.Steven, setelah anda pusing tujuh keliling dengan Calvinisme, jangan lantas membuat teori dan ilustrasi sendiri dan	dikenakan	padanya.	Dr.Steven, setelah anda pusing tujuh keliling dengan Calvinisme, jangan lantas membuat teori dan ilustrasi sendiri dan <m>dikenakan</m> padanya.	be applied to
ind_mixed_2012_1M	458021	Bagi kendaraan pertama	dikenakan	pajak 0-2 persen.	Bagi kendaraan pertama <m>dikenakan</m> pajak 0-2 persen.	subject to/imposed
ind_mixed_2012_1M	668024	17. Prabowoisme : Anda mempunyai dua ekor sapi, tidak kuasa menolak pesan untuk menculik 18. Tututisme : Anda mempunyai dua ekor sapi, barang siapa yang melihat	dikenakan	pajak 19. Sigitisme : Anda mempunyai dua ekor sapi, hasil menang judi kemarin.	17. Prabowoisme : Anda mempunyai dua ekor sapi, tidak kuasa menolak pesan untuk menculik 18. Tututisme : Anda mempunyai dua ekor sapi, barang siapa yang melihat <m>dikenakan</m> pajak 19. Sigitisme : Anda mempunyai dua ekor sapi, hasil menang judi kemarin.	subject to/imposed
ind_mixed_2012_1M	41117	Selanjutnya, kendaraan kedua dan ketiga akan	dikenakan	pajak 2-10 persen.	Selanjutnya, kendaraan kedua dan ketiga akan <m>dikenakan</m> pajak 2-10 persen.	subject to/imposed
ind_mixed_2012_1M	774488	Bila tidak, maka barang tersebut akan	dikenakan	pajak 5 persen.	Bila tidak, maka barang tersebut akan <m>dikenakan</m> pajak 5 persen.	subject to/imposed
ind_mixed_2012_1M	134015	Selain itu juga disepakati untuk menghindari pengenaan pajak berganda terhadap suatu objek yang sama, maka objek-objek pajak tertentu yang sudah	dikenakan	pajak daerah dikecualikan dari pengenaan PPN.	Selain itu juga disepakati untuk menghindari pengenaan pajak berganda terhadap suatu objek yang sama, maka objek-objek pajak tertentu yang sudah <m>dikenakan</m> pajak daerah dikecualikan dari pengenaan PPN.	subject to/imposed
ind_mixed_2012_1M	965457	Setahu saya barang elektronik baru yang dibeli di SG tidak akan	dikenakan	pajak di pelabuhan Batam mengingat status Batam yang duty-free, tapi yah tergantung petugas custom-nya juga sih.	Setahu saya barang elektronik baru yang dibeli di SG tidak akan <m>dikenakan</m> pajak di pelabuhan Batam mengingat status Batam yang duty-free, tapi yah tergantung petugas custom-nya juga sih.	subject to/imposed
ind_mixed_2012_1M	834220	Disebabkan dua kali transaksi jual beli berarti telah terjadi dua kali peralihan kepemilikan, karenanya	dikenakan	pajak dua kali (pajak ganda).	Disebabkan dua kali transaksi jual beli berarti telah terjadi dua kali peralihan kepemilikan, karenanya <m>dikenakan</m> pajak dua kali (pajak ganda).	subject to/imposed
ind_mixed_2012_1M	261933	Gencarnya berita harga, kekacauan kenaikan harga, kesulitan galeri menentukan harga, dan karena ini juga kemudian pemerintah menetapkan karya seni sebagai barang mewah dan	dikenakan	pajak import yang tidak murah.	Gencarnya berita harga, kekacauan kenaikan harga, kesulitan galeri menentukan harga, dan karena ini juga kemudian pemerintah menetapkan karya seni sebagai barang mewah dan <m>dikenakan</m> pajak import yang tidak murah.	subject to/imposed
ind_mixed_2012_1M	283038	Dia menyatakan, perbankan syariah perlu	dikenakan	pajak murabahah sekali saja.	Dia menyatakan, perbankan syariah perlu <m>dikenakan</m> pajak murabahah sekali saja.	subject to/imposed
ind_mixed_2012_1M	68945	Apalagi reksadana masih terus dibayang-bayangi isu akan	dikenakan	pajak penghasilan.	Apalagi reksadana masih terus dibayang-bayangi isu akan <m>dikenakan</m> pajak penghasilan.	subject to/imposed
ind_mixed_2012_1M	197398	Yaitu bagaimana tata cara memungut, memotong dan menghitung penghasilan yang	dikenakan	pajak, serta tata cara melaporkan dan menyetorkan SPT (Surat Pemberitahuan) dan SSP (Surat Setoran Pajak).	Yaitu bagaimana tata cara memungut, memotong dan menghitung penghasilan yang <m>dikenakan</m> pajak, serta tata cara melaporkan dan menyetorkan SPT (Surat Pemberitahuan) dan SSP (Surat Setoran Pajak).	subject to/imposed
ind_mixed_2012_1M	356577	"""Bagi yang tidak mau menjual langsung ya tidak apa-apa, tapi tiap kenaikan harga per tahun"	dikenakan	pajak.	"""Bagi yang tidak mau menjual langsung ya tidak apa-apa, tapi tiap kenaikan harga per tahun <m>dikenakan</m> pajak."	subject to/imposed
ind_mixed_2012_1M	388305	Bukannya menjarah semua kekayaan dari orang pokok mereka, seperti orang-orang Asyur itu, Media dan Persia dibudidayakan sebagai yang setia, meskipun mereka	dikenakan	pajak.	Bukannya menjarah semua kekayaan dari orang pokok mereka, seperti orang-orang Asyur itu, Media dan Persia dibudidayakan sebagai yang setia, meskipun mereka <m>dikenakan</m> pajak.	subject to/imposed
ind_mixed_2012_1M	667602	Lebih dari itu, maka HP tersebut akan	dikenakan	pajak.	Lebih dari itu, maka HP tersebut akan <m>dikenakan</m> pajak.	subject to/imposed
ind_mixed_2012_1M	888695	Menurut hukum dalam konstitusi lebih dari 20 korban di zona bencana di daerah yang selama lima tahun tidak dapat	dikenakan	pajak.	Menurut hukum dalam konstitusi lebih dari 20 korban di zona bencana di daerah yang selama lima tahun tidak dapat <m>dikenakan</m> pajak.	subject to/imposed
ind_mixed_2012_1M	334548	Karena itu jenazahnya kemudian dimandikan kembali lalu	dikenakan	pakaian baru lalu dimasukkan kedalam peti mati dalam kapel biara.	Karena itu jenazahnya kemudian dimandikan kembali lalu <m>dikenakan</m> pakaian baru lalu dimasukkan kedalam peti mati dalam kapel biara.	wear
ind_mixed_2012_1M	876129	Ketika kalian mandi membersihkan diri kalian, kalian akan	dikenakan	pakaian keberkahan.	Ketika kalian mandi membersihkan diri kalian, kalian akan <m>dikenakan</m> pakaian keberkahan.	wear
ind_mixed_2012_1M	186557	Setelah pengadilan yang tidak adil itu selesai, Pilatus membiarkan Yesus dikenakan mahkota duri,	dikenakan	pakaian yang mempermalukan diri-Nya dan dicambuk.	Setelah pengadilan yang tidak adil itu selesai, Pilatus membiarkan Yesus dikenakan mahkota duri, <m>dikenakan</m> pakaian yang mempermalukan diri-Nya dan dicambuk.	wear
ind_mixed_2012_1M	105473	Sejak kecil beliau sering didoakan dan diilbas (	dikenakan	pakaian, yang tujuannya sebagai pengangkatan atau pengakuan) oleh para alim ulama.	Sejak kecil beliau sering didoakan dan diilbas (<m>dikenakan</m> pakaian, yang tujuannya sebagai pengangkatan atau pengakuan) oleh para alim ulama.	wear
ind_mixed_2012_1M	573088	Memang tindakan ini harus dilakukan dengan hati-hati dengan memperhatikan aspek hak asasi manusia dari orang yang akan	dikenakan	paksa badan.	Memang tindakan ini harus dilakukan dengan hati-hati dengan memperhatikan aspek hak asasi manusia dari orang yang akan <m>dikenakan</m> paksa badan.	subject to/imposed
ind_mixed_2012_1M	627488	Hal ini berarti bahwa bagi penanggung hutang yang sudah berusia 75 (tujuh puluh lima) tahun tidak dapat	dikenakan	paksa badan.	Hal ini berarti bahwa bagi penanggung hutang yang sudah berusia 75 (tujuh puluh lima) tahun tidak dapat <m>dikenakan</m> paksa badan.	subject to/imposed
ind_mixed_2012_1M	772646	Maklum saja, mode batik yang	dikenakan	para menteri cukup menarik.	Maklum saja, mode batik yang <m>dikenakan</m> para menteri cukup menarik.	wear
ind_mixed_2012_1M	674727	Semua pegawai hotel akan mengenakan seragam yang ditempeli stiker bebas Sars seperti yang saat ini	dikenakan	para supir taksi.	Semua pegawai hotel akan mengenakan seragam yang ditempeli stiker bebas Sars seperti yang saat ini <m>dikenakan</m> para supir taksi.	wear
ind_mixed_2012_1M	529298	Tumpak mengatakan, selain pasal 11 UU No 31 tahun 1999 tentang tindak pidana korupsi, kalau mereka juga bisa	dikenakan	pasal 2 Undang-Undang yang sama kalau terbukti menyimpang dalam pengadaan asuransi.	Tumpak mengatakan, selain pasal 11 UU No 31 tahun 1999 tentang tindak pidana korupsi, kalau mereka juga bisa <m>dikenakan</m> pasal 2 Undang-Undang yang sama kalau terbukti menyimpang dalam pengadaan asuransi.	subject to/imposed
ind_mixed_2012_1M	8699	“Sedangkan tersangka yang lolos, bila berhasil ditangkap akan	dikenakan	pasal tentang penyalahgunaaan senjata api,” kata AKP Festo Ari Permana.	“Sedangkan tersangka yang lolos, bila berhasil ditangkap akan <m>dikenakan</m> pasal tentang penyalahgunaaan senjata api,” kata AKP Festo Ari Permana.	subject to/imposed
ind_mixed_2012_1M	782019	Tak heran angka 'keramat' ini selalu	dikenakan	pemain yang memegang peranan vital dalam tim.	Tak heran angka 'keramat' ini selalu <m>dikenakan</m> pemain yang memegang peranan vital dalam tim.	wear
ind_mixed_2012_1M	930428	Tak jarang pemilik angka keramat ini justru	dikenakan	pemain yang tak begitu vital dalam tim.	Tak jarang pemilik angka keramat ini justru <m>dikenakan</m> pemain yang tak begitu vital dalam tim.	wear
ind_mixed_2012_1M	193766	Saat ini hampir seluruh jenis barang dan jasa dapat diiklankan di media televisi dan radio, hanya produk rokok dan minuman keras yang	dikenakan	pembatasan untuk tampil pada siaran iklan.	Saat ini hampir seluruh jenis barang dan jasa dapat diiklankan di media televisi dan radio, hanya produk rokok dan minuman keras yang <m>dikenakan</m> pembatasan untuk tampil pada siaran iklan.	subject to/imposed
ind_mixed_2012_1M	901851	Kedua produk itu oleh undang-undang (termasuk di Indonesia)	dikenakan	pembatasan.	Kedua produk itu oleh undang-undang (termasuk di Indonesia) <m>dikenakan</m> pembatasan.	subject to/imposed
ind_mixed_2012_1M	704942	Ia menjelaskan, para investor nantinya cukup	dikenakan	pembayaran uang wajib tahunan mirip uang wajib tahunan Otorita Batam (UWTO) untuk sewa lahan minimal Rp 5 ribu per meter perseginya.	Ia menjelaskan, para investor nantinya cukup <m>dikenakan</m> pembayaran uang wajib tahunan mirip uang wajib tahunan Otorita Batam (UWTO) untuk sewa lahan minimal Rp 5 ribu per meter perseginya.	subject to/imposed
ind_mixed_2012_1M	888202	"""Kontraktor yang pertama langsung"	dikenakan	"penalti, karena tidak bisa menyelesaikan proyek, dan berhenti di tengah-tengah pelaksanaan pembangunan,"" tuturnya."	"""Kontraktor yang pertama langsung <m>dikenakan</m> penalti, karena tidak bisa menyelesaikan proyek, dan berhenti di tengah-tengah pelaksanaan pembangunan,"" tuturnya."	subject to/imposed
ind_mixed_2012_1M	87335	Menurut catatan Indonesian Corruption Watch (ICW) hukuman penjara yang	dikenakan	pengadilan kepada para terpidana korupsi rata-rata 2-5 tahun saja.	Menurut catatan Indonesian Corruption Watch (ICW) hukuman penjara yang <m>dikenakan</m> pengadilan kepada para terpidana korupsi rata-rata 2-5 tahun saja.	subject to/imposed
ind_mixed_2012_1M	562212	Etika ilmiah—dengan tekanan pada pengalaman dan analisa, informasi yang	dikenakan	pengujian dan didasarkan pada methode, data yang dihidangkan dalam bentuk matematis—tidak dapat tidak membawa kepada elitisme baru, yang didasarkan atas profesionalisme.	Etika ilmiah—dengan tekanan pada pengalaman dan analisa, informasi yang <m>dikenakan</m> pengujian dan didasarkan pada methode, data yang dihidangkan dalam bentuk matematis—tidak dapat tidak membawa kepada elitisme baru, yang didasarkan atas profesionalisme.	subject to/imposed
ind_mixed_2012_1M	204755	Ia melihat ke arah sepatu Eun Bok yang berbulu, bukan sepatu yang biasa	dikenakan	penjaga.	Ia melihat ke arah sepatu Eun Bok yang berbulu, bukan sepatu yang biasa <m>dikenakan</m> penjaga.	wear
ind_mixed_2012_1M	266325	“Tuntutan dari versi JPU sudah layak Agusrin	dikenakan	penjara 4,5 tahun dan subsider Rp 500 juta namun pembelaan dari pengacaranya pasti berseberangan dan menyatakan kalau Agusrin tidak merugikan keuangan negara dan minta bebas demi hukum,” katanya.	“Tuntutan dari versi JPU sudah layak Agusrin <m>dikenakan</m> penjara 4,5 tahun dan subsider Rp 500 juta namun pembelaan dari pengacaranya pasti berseberangan dan menyatakan kalau Agusrin tidak merugikan keuangan negara dan minta bebas demi hukum,” katanya.	subject to/imposed
ind_mixed_2012_1M	412559	Penampilan mereka santai: berkaus, tanpa sarung dan peci, bahkan ada yang bergaya mirip detektif dengan fedora hat—topi yang sering	dikenakan	penyanyi Tompi.	Penampilan mereka santai: berkaus, tanpa sarung dan peci, bahkan ada yang bergaya mirip detektif dengan fedora hat—topi yang sering <m>dikenakan</m> penyanyi Tompi.	wear
ind_mixed_2012_1M	737019	Pasal 4 ayat 2 UU Pers berbunyi, “Terhadap pers nasional tidak	dikenakan	penyensoran, pembredelan atau pelarangan penyiaran.	Pasal 4 ayat 2 UU Pers berbunyi, “Terhadap pers nasional tidak <m>dikenakan</m> penyensoran, pembredelan atau pelarangan penyiaran.	subject to/imposed
ind_mixed_2012_1M	662287	Tapi kapal trawl dari Jakarta dan Thailand, tak	dikenakan	peraturan.	Tapi kapal trawl dari Jakarta dan Thailand, tak <m>dikenakan</m> peraturan.	subject to/imposed
ind_mixed_2012_1M	461438	Tentu saja seragam yang	dikenakan	perawat berbeda pula, perawat biasanya mengenakan baju berwarna coklat muda dan semua perawat perempuan mengenakan jilbab.	Tentu saja seragam yang <m>dikenakan</m> perawat berbeda pula, perawat biasanya mengenakan baju berwarna coklat muda dan semua perawat perempuan mengenakan jilbab.	wear
ind_mixed_2012_1M	835346	"Geografi tidak memasukkan realitas yang menyedihkan adalah ini: ""Limbah kota Salt Lake City tumpahan adalah sebuah sungai besar. arah Çumra diberikan kepada limbah, melalui baris tanpa"	dikenakan	perlakuan apapun dituangkan langsung dari Salt Lake.	"Geografi tidak memasukkan realitas yang menyedihkan adalah ini: ""Limbah kota Salt Lake City tumpahan adalah sebuah sungai besar. arah Çumra diberikan kepada limbah, melalui baris tanpa <m>dikenakan</m> perlakuan apapun dituangkan langsung dari Salt Lake."	subject to/imposed
ind_mixed_2012_1M	177576	Design one group pretest-pretest Dalam desain ini, kepada unit percobaan	dikenakan	perlakuan dengan dua kali pengukuran.	Design one group pretest-pretest Dalam desain ini, kepada unit percobaan <m>dikenakan</m> perlakuan dengan dua kali pengukuran.	subject to/imposed
ind_mixed_2012_1M	655203	Karena adanya pretest sebelum	dikenakan	perlakuan, dan adanya post test sesudah perlakuan dikenakan, maka dapat dibuat perbandingan terhadap prestasi belajar dari kelompok percobaan yang sama.	Karena adanya pretest sebelum <m>dikenakan</m> perlakuan, dan adanya post test sesudah perlakuan dikenakan, maka dapat dibuat perbandingan terhadap prestasi belajar dari kelompok percobaan yang sama.	subject to/imposed
ind_mixed_2012_1M	354221	Pakaian yang	dikenakan	peserta adalah seperti pakaian masuk kelas pagi: baju warna polos dimasukkan ke celana dan bersepatu, pembawa acara berdasi dan mengenakan jas, adapun pembicara semuanya mengenakan dasi.	Pakaian yang <m>dikenakan</m> peserta adalah seperti pakaian masuk kelas pagi: baju warna polos dimasukkan ke celana dan bersepatu, pembawa acara berdasi dan mengenakan jas, adapun pembicara semuanya mengenakan dasi.	wear
ind_mixed_2012_1M	603252	Pelaku kejahatan yang memanfaatkan teknologi internet bisa	dikenakan	pidana kejahatan yang terdapat pada kitab undang-undang hukum pidana (KUHP).	Pelaku kejahatan yang memanfaatkan teknologi internet bisa <m>dikenakan</m> pidana kejahatan yang terdapat pada kitab undang-undang hukum pidana (KUHP).	subject to/imposed
ind_mixed_2012_1M	932988	Dalam hal ini Durna dianggap gagal berkoordinasi dengan wayang Kurawa dan tidak menyadari tipu muslihat yang	dikenakan	pihak Pandhawa kepadanya.	Dalam hal ini Durna dianggap gagal berkoordinasi dengan wayang Kurawa dan tidak menyadari tipu muslihat yang <m>dikenakan</m> pihak Pandhawa kepadanya.	subject to/imposed
ind_mixed_2012_1M	199655	Bila ini ternyata diambil dari baju yang	dikenakan	Pinokio, mungkin saja.	Bila ini ternyata diambil dari baju yang <m>dikenakan</m> Pinokio, mungkin saja.	wear
ind_mixed_2012_1M	796194	"""Panja juga menyepakati untuk mempertegas jasa keuangan yang dilakukan oleh siapapun termasuk perbankan syariah tidak"	dikenakan	"PPN,"" tegas Vera."	"""Panja juga menyepakati untuk mempertegas jasa keuangan yang dilakukan oleh siapapun termasuk perbankan syariah tidak <m>dikenakan</m> PPN,"" tegas Vera."	subject to/imposed
ind_mixed_2012_1M	72899	Oleh karena itu, busana pengantin yang akan	dikenakan	pun harus dipilih dengan cermat.	Oleh karena itu, busana pengantin yang akan <m>dikenakan</m> pun harus dipilih dengan cermat.	wear
ind_mixed_2012_1M	789673	Biaya yang	dikenakan	pun tergantung pada tingkat penanganan.	Biaya yang <m>dikenakan</m> pun tergantung pada tingkat penanganan.	subject to/imposed
ind_mixed_2012_1M	164803	Lokasi tempat ia berjualan	dikenakan	pungutan 2000 rupiah setiap hari.	Lokasi tempat ia berjualan <m>dikenakan</m> pungutan 2000 rupiah setiap hari.	subject to/imposed
ind_mixed_2012_1M	876568	Dan agar pemasukan negara tidak dirugikan, maka diusulkan supaya untuk selanjutnya modal-modal yang diputih kan itu	dikenakan	pungutan pajak sekali sebesar 10% misalnya.	Dan agar pemasukan negara tidak dirugikan, maka diusulkan supaya untuk selanjutnya modal-modal yang diputih kan itu <m>dikenakan</m> pungutan pajak sekali sebesar 10% misalnya.	subject to/imposed
ind_mixed_2012_1M	769943	Para pengamat fesyen, menyebut pakaian yang	dikenakan	Qadafi diadopsi dari pakaian suku-suku di Afrika.	Para pengamat fesyen, menyebut pakaian yang <m>dikenakan</m> Qadafi diadopsi dari pakaian suku-suku di Afrika.	wear
ind_mixed_2012_1M	897750	Aku meneliti celana jeans yang sedang	dikenakan	Rasta siang itu.	Aku meneliti celana jeans yang sedang <m>dikenakan</m> Rasta siang itu.	wear
ind_mixed_2012_1M	296552	Hal ini terbukti saat obligasi Indonesia	dikenakan	rate sekira lima persen.	Hal ini terbukti saat obligasi Indonesia <m>dikenakan</m> rate sekira lima persen.	subject to/imposed
ind_mixed_2012_1M	713517	Merasakan Reisa sudah pasrah bulat bulat padanya, Jonas lalu menarik celana panjang yang	dikenakan	Reisa hingga terlepas.	Merasakan Reisa sudah pasrah bulat bulat padanya, Jonas lalu menarik celana panjang yang <m>dikenakan</m> Reisa hingga terlepas.	wear
ind_mixed_2012_1M	692251	Tangannya berusaha melepas resleting celana panjang yang	dikenakan	Reisa.	Tangannya berusaha melepas resleting celana panjang yang <m>dikenakan</m> Reisa.	wear
ind_mixed_2012_1M	374960	Kemudian kendaraan tempur serta tank-tank lapis baja yang	dikenakan	retribusi parkir oleh petugas dari dinas perparkiran daerah maupun preman-preman sekitar.	Kemudian kendaraan tempur serta tank-tank lapis baja yang <m>dikenakan</m> retribusi parkir oleh petugas dari dinas perparkiran daerah maupun preman-preman sekitar.	subject to/imposed
ind_mixed_2012_1M	780931	Pada kebijakan ini, setiap pengendara yang hendak melintas di kawasan berpenumpang tiga orang atau lebih akan	dikenakan	retribusi.	Pada kebijakan ini, setiap pengendara yang hendak melintas di kawasan berpenumpang tiga orang atau lebih akan <m>dikenakan</m> retribusi.	subject to/imposed
ind_mixed_2012_1M	838221	Untuk Belanda, kerja sama ini perlu diubah karena penghasilan bunga	dikenakan	royalty nol persen sehingga Indonesia tidak berhak mengenakan pajak pada pengusaha belanda atas bunganya.	Untuk Belanda, kerja sama ini perlu diubah karena penghasilan bunga <m>dikenakan</m> royalty nol persen sehingga Indonesia tidak berhak mengenakan pajak pada pengusaha belanda atas bunganya.	subject to/imposed
ind_mixed_2012_1M	477217	Untuk biaya kerja, seperti pemasangan sekalian pengecetan bumper	dikenakan	Rp 7,5 juta sampai Rp 11,2 juta.	Untuk biaya kerja, seperti pemasangan sekalian pengecetan bumper <m>dikenakan</m> Rp 7,5 juta sampai Rp 11,2 juta.	subject to/imposed
ind_mixed_2012_1M	879923	Dari HF ke hotel	dikenakan	S$12, krn kami bawa anak kecil dan br pertama jd masih malas naik bis or MRT.	Dari HF ke hotel <m>dikenakan</m> S$12, krn kami bawa anak kecil dan br pertama jd masih malas naik bis or MRT.	subject to/imposed
ind_mixed_2012_1M	548629	Fiskal itu hanya	dikenakan	saat kita pergi meninggalkan Indonesia, dan bukan saat kita tiba kembali ke Indonesia.	Fiskal itu hanya <m>dikenakan</m> saat kita pergi meninggalkan Indonesia, dan bukan saat kita tiba kembali ke Indonesia.	subject to/imposed
ind_mixed_2012_1M	232505	Karena tampil dalam kompetisi, busana yang	dikenakan	sangat beragam.	Karena tampil dalam kompetisi, busana yang <m>dikenakan</m> sangat beragam.	wear
ind_mixed_2012_1M	889487	"""Jika masih juga membandel, sesuai peraturan yang ada maka akan"	dikenakan	sangsi denda sebanyak maksimal Rp 50.000.	"""Jika masih juga membandel, sesuai peraturan yang ada maka akan <m>dikenakan</m> sangsi denda sebanyak maksimal Rp 50.000."	subject to/imposed
ind_mixed_2012_1M	355557	Sebab, apabila Syari’at Islam masuk dalam undang-undang Negara, konsekuensinya terhadap siapa pun yang melanggar akan	dikenakan	sangsi.	Sebab, apabila Syari’at Islam masuk dalam undang-undang Negara, konsekuensinya terhadap siapa pun yang melanggar akan <m>dikenakan</m> sangsi.	subject to/imposed
ind_mixed_2012_1M	553264	Sedangkan bagi para camat dan lurah tetap diharuskan untuk memberikan layanan ke masyarakat, dan apabila terjadi pungutan ke masyarakat maka akan	dikenakan	sangsi.	Sedangkan bagi para camat dan lurah tetap diharuskan untuk memberikan layanan ke masyarakat, dan apabila terjadi pungutan ke masyarakat maka akan <m>dikenakan</m> sangsi.	subject to/imposed
ind_mixed_2012_1M	808953	Inilah merupakan penekanan dari Nabi bahwa rusaknya umat terdahulu karena ketika orang-orang kuatnya mencuri dibiarkan saja, ketika orang-orang lemahnya mencuri itu	dikenakan	sanksi (aturan itu di jalankan).	Inilah merupakan penekanan dari Nabi bahwa rusaknya umat terdahulu karena ketika orang-orang kuatnya mencuri dibiarkan saja, ketika orang-orang lemahnya mencuri itu <m>dikenakan</m> sanksi (aturan itu di jalankan).	subject to/imposed
ind_mixed_2012_1M	814526	Barang siapa dengan sengaja melanggar suatu kaidah hukum akan	dikenakan	sanksi (sebagai akibat pelanggaran kaidah hukum) yang berupa hukuman.	Barang siapa dengan sengaja melanggar suatu kaidah hukum akan <m>dikenakan</m> sanksi (sebagai akibat pelanggaran kaidah hukum) yang berupa hukuman.	subject to/imposed
ind_mixed_2012_1M	507490	Lippo Tbk per 30 September 2002 dipublikasikan,	dikenakan	sanksi administratif berupa kewajiban menyetor uang ke kas negara sejumlah Rp.	Lippo Tbk per 30 September 2002 dipublikasikan, <m>dikenakan</m> sanksi administratif berupa kewajiban menyetor uang ke kas negara sejumlah Rp.	subject to/imposed
ind_mixed_2012_1M	684004	Kedaruratan itu harus diukur sesuai dengan kadarnya (ukuran berat ringannya) Orang yang mengerjakan perbuatan karena dipaksa dimana dia tidak mampu untuk menolaknya, maka tidak akan	dikenakan	sanksi oleh Allah.	Kedaruratan itu harus diukur sesuai dengan kadarnya (ukuran berat ringannya) Orang yang mengerjakan perbuatan karena dipaksa dimana dia tidak mampu untuk menolaknya, maka tidak akan <m>dikenakan</m> sanksi oleh Allah.	subject to/imposed
ind_mixed_2012_1M	219645	Mengkriminalisasikan artinya adalah memasukkan tindakan tersebut dalam golongan tindakan kriminal dan dapat	dikenakan	sanksi pidana terhadapnya.	Mengkriminalisasikan artinya adalah memasukkan tindakan tersebut dalam golongan tindakan kriminal dan dapat <m>dikenakan</m> sanksi pidana terhadapnya.	subject to/imposed
