corpus	sent_id	left	node	right	node_sentences	usage
ind_mixed_2012_1M	15698	Pertama UU 28 tahun 2007, pasal 36A; pegawai pajak yang karena kelalaiannya atau dengan sengaja menghitung atau menetapkan pajak tidak sesuai	dikenakan	sanksi sesuai peraturan yang berlaku.	Pertama UU 28 tahun 2007, pasal 36A; pegawai pajak yang karena kelalaiannya atau dengan sengaja menghitung atau menetapkan pajak tidak sesuai <m>dikenakan</m> sanksi sesuai peraturan yang berlaku.	subject to/imposed
ind_mixed_2012_1M	743039	Namun pada tahun 1952, pemerintah yang mulai represif mengeluarkan ketentuan bahwa pemancar radio amatir dilarang mengudara kecuali pemancar radio milik pemerintah dan bagi stasiun yang melanggar	dikenakan	sanksi subversif.	Namun pada tahun 1952, pemerintah yang mulai represif mengeluarkan ketentuan bahwa pemancar radio amatir dilarang mengudara kecuali pemancar radio milik pemerintah dan bagi stasiun yang melanggar <m>dikenakan</m> sanksi subversif.	subject to/imposed
ind_mixed_2012_1M	494636	Distributor dan pengedarnya harus	dikenakan	sanksi, bukan hanya barangnya disita, tetapi usahanya harus disegel sampai ada klarifikasi.	Distributor dan pengedarnya harus <m>dikenakan</m> sanksi, bukan hanya barangnya disita, tetapi usahanya harus disegel sampai ada klarifikasi.	subject to/imposed
ind_mixed_2012_1M	230174	Tindakan itu termasuk dosa besar di sisi Allah SWT dan karena itu	dikenakan	sanksi, selain mengqadha juga membayar fidyah menurut sebagian ulama.	Tindakan itu termasuk dosa besar di sisi Allah SWT dan karena itu <m>dikenakan</m> sanksi, selain mengqadha juga membayar fidyah menurut sebagian ulama.	subject to/imposed
ind_mixed_2012_1M	51604	Kalau ada yang tidak mau ikut, akan	dikenakan	sanksi.	Kalau ada yang tidak mau ikut, akan <m>dikenakan</m> sanksi.	subject to/imposed
ind_mixed_2012_1M	611088	Jika memang kesalahan itu ada di akuntan publik, maka akuntan publik harus	dikenakan	sanksi.	Jika memang kesalahan itu ada di akuntan publik, maka akuntan publik harus <m>dikenakan</m> sanksi.	subject to/imposed
ind_mixed_2012_1M	791878	Di satu sisi terdapat bank syariah yang terkena pajak ganda pada kegiatan murabahah, sementara di sisi lain terdapat pula bank yang hanya	dikenakan	satu kali pajak.	Di satu sisi terdapat bank syariah yang terkena pajak ganda pada kegiatan murabahah, sementara di sisi lain terdapat pula bank yang hanya <m>dikenakan</m> satu kali pajak.	subject to/imposed
ind_mixed_2012_1M	332275	Metode Penentuan Harga Transfer •Prinsip dasar, harga transfer sebaiknya sama dengan harga yang	dikenakan	seandainya produk tersebut dijual ke konsumen di luar atau dibeli dari pemasok luar.	Metode Penentuan Harga Transfer •Prinsip dasar, harga transfer sebaiknya sama dengan harga yang <m>dikenakan</m> seandainya produk tersebut dijual ke konsumen di luar atau dibeli dari pemasok luar.	subject to/imposed
ind_mixed_2012_1M	821106	Saran-sarannya meliputi: · Sebuah proyek yang menanti untuk	dikenakan	Sebagai contoh, seorang guru membantu siswa menyiapkan sebuah wawancara kerja.	Saran-sarannya meliputi: · Sebuah proyek yang menanti untuk <m>dikenakan</m> Sebagai contoh, seorang guru membantu siswa menyiapkan sebuah wawancara kerja.	subject to/imposed
ind_mixed_2012_1M	616453	Untuk pajak sepeda motor pertama,	dikenakan	sebesar 1,5 persen.	Untuk pajak sepeda motor pertama, <m>dikenakan</m> sebesar 1,5 persen.	subject to/imposed
ind_mixed_2012_1M	433398	Biaya per bulan	dikenakan	sebesar US$28 dolar bagi pengguna bisnis dan US$20 untuk pelanggan pendidikan.	Biaya per bulan <m>dikenakan</m> sebesar US$28 dolar bagi pengguna bisnis dan US$20 untuk pelanggan pendidikan.	subject to/imposed
ind_mixed_2012_1M	134076	Ia sengaja duduk dengan menopangkan kaki kakan di atas kaki kirinya, sehingga rok mini yang	dikenakan	sedikit tersingkap.	Ia sengaja duduk dengan menopangkan kaki kakan di atas kaki kirinya, sehingga rok mini yang <m>dikenakan</m> sedikit tersingkap.	wear
ind_mixed_2012_1M	740270	4. Meyakini keadilan yang immanen, yaitu konsep bahwa bila suatu aturan dilanggar, hukuman akan	dikenakan	segera.	4. Meyakini keadilan yang immanen, yaitu konsep bahwa bila suatu aturan dilanggar, hukuman akan <m>dikenakan</m> segera.	subject to/imposed
ind_mixed_2012_1M	532610	Malam itu ia benar-benar tampil beda dengan busana yang	dikenakan	sehari-hari.	Malam itu ia benar-benar tampil beda dengan busana yang <m>dikenakan</m> sehari-hari.	wear
ind_mixed_2012_1M	143858	Selama ini, kata Wapres, yang terjadi bea masuk	dikenakan	sehingga menyulitkan investor baru.	Selama ini, kata Wapres, yang terjadi bea masuk <m>dikenakan</m> sehingga menyulitkan investor baru.	subject to/imposed
ind_mixed_2012_1M	323917	TaNpa menyia-nyiakan waktu yang ada, aku, dengan tetap mengunci kedua tangan Putri, tangan kananku mulai membuka kancing dan retsliting celanaku, setelah itu aku melepaskan celana yang	dikenakan	sekalian dengan CD-ku.	TaNpa menyia-nyiakan waktu yang ada, aku, dengan tetap mengunci kedua tangan Putri, tangan kananku mulai membuka kancing dan retsliting celanaku, setelah itu aku melepaskan celana yang <m>dikenakan</m> sekalian dengan CD-ku.	wear
ind_mixed_2012_1M	971499	Sekalipun sarat dengan eksotika, tidak berarti setiap pantai dikawasan ini terbuka bagi para nudist, sekalipun busana pantai juga	dikenakan	sekedarnya.	Sekalipun sarat dengan eksotika, tidak berarti setiap pantai dikawasan ini terbuka bagi para nudist, sekalipun busana pantai juga <m>dikenakan</m> sekedarnya.	wear
ind_mixed_2012_1M	303019	Pada jam-jam tertentu akan	dikenakan	sekitar 20% surcharge yaitu diantara pukul 11 malam hingga jam 5 pagi.	Pada jam-jam tertentu akan <m>dikenakan</m> sekitar 20% surcharge yaitu diantara pukul 11 malam hingga jam 5 pagi.	subject to/imposed
ind_mixed_2012_1M	385133	Dirinya mencontohkan, bunga yang	dikenakan	selama 30 hari adalah 2,6 persen dari.	Dirinya mencontohkan, bunga yang <m>dikenakan</m> selama 30 hari adalah 2,6 persen dari.	subject to/imposed
ind_mixed_2012_1M	154271	Orang yang memegangi kaki Selly berusaha membuka kaki Selly lebih lebar, tapi terhalang oleh gaun yang	dikenakan	Selly.	Orang yang memegangi kaki Selly berusaha membuka kaki Selly lebih lebar, tapi terhalang oleh gaun yang <m>dikenakan</m> Selly.	wear
ind_mixed_2012_1M	412256	Pakaian yang	dikenakan	semua yang hadir pada pesta malam itu tidak ada yang sempurna.	Pakaian yang <m>dikenakan</m> semua yang hadir pada pesta malam itu tidak ada yang sempurna.	wear
ind_mixed_2012_1M	163199	” Kemudian, syarat ke-2 dan ke-3 tentang larangan adanya sensor dan pemberangusan terdapat dalam pasal 4, yang berbunyi: “Terhadap Pers Nasional tidak	dikenakan	sensor dan pembredelan.	” Kemudian, syarat ke-2 dan ke-3 tentang larangan adanya sensor dan pemberangusan terdapat dalam pasal 4, yang berbunyi: “Terhadap Pers Nasional tidak <m>dikenakan</m> sensor dan pembredelan.	subject to/imposed
ind_mixed_2012_1M	962990	""" bahwa pakaian angkasa luar berlapis-lapis yang"	dikenakan	seorang astronot yang menumpang pesawat pendaratan bulan, Apollo, beratnya 81,6 kg di Bumi, dan hanya 13,6 kg di Bulan, karena kecilnya gravitasi bulan?	""" bahwa pakaian angkasa luar berlapis-lapis yang <m>dikenakan</m> seorang astronot yang menumpang pesawat pendaratan bulan, Apollo, beratnya 81,6 kg di Bumi, dan hanya 13,6 kg di Bulan, karena kecilnya gravitasi bulan?"	wear
ind_mixed_2012_1M	872999	Bukan dalam arti identitas atau ras, karena belum ada identitas dan ras yang pantas	dikenakan	seperti baju kebesaran.	Bukan dalam arti identitas atau ras, karena belum ada identitas dan ras yang pantas <m>dikenakan</m> seperti baju kebesaran.	wear
ind_mixed_2012_1M	746318	Masing-masing keadaan itu adalah suatu bentuk, suatu “tubuh” yang	dikenakan	seseorang pada saat itu.	Masing-masing keadaan itu adalah suatu bentuk, suatu “tubuh” yang <m>dikenakan</m> seseorang pada saat itu.	wear
ind_mixed_2012_1M	751615	"""Target kami, begitu layanan buka langsung penuh,"" kata dia. Tarif yang"	dikenakan	sesuai dengan kelas.	"""Target kami, begitu layanan buka langsung penuh,"" kata dia. Tarif yang <m>dikenakan</m> sesuai dengan kelas."	subject to/imposed
ind_mixed_2012_1M	820108	Pertama, perlengkapan ini harus	dikenakan	setiap waktu – sebuah microphone di tenggorokan, pengeras suara, generator suara, earphone dan kabel-kabel lain yang menghubungkan mereka.	Pertama, perlengkapan ini harus <m>dikenakan</m> setiap waktu – sebuah microphone di tenggorokan, pengeras suara, generator suara, earphone dan kabel-kabel lain yang menghubungkan mereka.	wear
ind_mixed_2012_1M	684792	Untuk petani dan pedagang subgrosir (berskala kecil-menengah), hanya akan	dikenakan	sewa Rp7.	Untuk petani dan pedagang subgrosir (berskala kecil-menengah), hanya akan <m>dikenakan</m> sewa Rp7.	subject to/imposed
ind_mixed_2012_1M	833273	Bagi penduduk pribumi yang tinggal di tanah-tanah partikulir mereka	dikenakan	sewa tinggal, dan mereka juga dikenakan kewajiban untuk menyetor sebagian hasil panenannya apabila tanah yang mereka tinggali juga ditanami tanaman ekonomis.	Bagi penduduk pribumi yang tinggal di tanah-tanah partikulir mereka <m>dikenakan</m> sewa tinggal, dan mereka juga dikenakan kewajiban untuk menyetor sebagian hasil panenannya apabila tanah yang mereka tinggali juga ditanami tanaman ekonomis.	subject to/imposed
ind_mixed_2012_1M	140800	Ketika berada di tenda Asian Trekking, Brice menggambarkan ransel yang	dikenakan	Sharp.	Ketika berada di tenda Asian Trekking, Brice menggambarkan ransel yang <m>dikenakan</m> Sharp.	wear
ind_mixed_2012_1M	308698	Sarung tangan yang	dikenakan	si tinggi besar itu pasti mengandung satu kekuatan hebat.	Sarung tangan yang <m>dikenakan</m> si tinggi besar itu pasti mengandung satu kekuatan hebat.	wear
ind_mixed_2012_1M	987268	Cocok untuk	dikenakan	siang maupun malam hari.	Cocok untuk <m>dikenakan</m> siang maupun malam hari.	wear
ind_mixed_2012_1M	58915	"""Apabila dari hasil pemeriksaan uji kendaraan yang dimaksud tidak lulus, maka kendaraan tersebut akan"	dikenakan	surat teguran dari Polda Metro Jaya.	"""Apabila dari hasil pemeriksaan uji kendaraan yang dimaksud tidak lulus, maka kendaraan tersebut akan <m>dikenakan</m> surat teguran dari Polda Metro Jaya."	subject to/imposed
ind_mixed_2012_1M	758029	Bahkan, November 1993, Chung	dikenakan	suspended sentences selama tiga tahun.	Bahkan, November 1993, Chung <m>dikenakan</m> suspended sentences selama tiga tahun.	subject to/imposed
ind_mixed_2012_1M	865739	Dua golok panjang di tangan Warok Kunto Ireng keluarkan suara berdentrangan disertai percikan bunga api begitu membentur sepasang sarung tangan ular kobra laut yang	dikenakan	Suto Angil, Warok Kunto Ireng berteriak kaget dan cepat melompat mundur.	Dua golok panjang di tangan Warok Kunto Ireng keluarkan suara berdentrangan disertai percikan bunga api begitu membentur sepasang sarung tangan ular kobra laut yang <m>dikenakan</m> Suto Angil, Warok Kunto Ireng berteriak kaget dan cepat melompat mundur.	wear
ind_mixed_2012_1M	380431	Rok yang	dikenakan	Tamara cukup pendek di bagian bawah sehingga kakinya yang jenjang terlihat menantang dan didukung oleh sepatu berhak tinggi, pantatnya yang bulat terdorong ke atas, sangat menggiurkan mata yang memandang.	Rok yang <m>dikenakan</m> Tamara cukup pendek di bagian bawah sehingga kakinya yang jenjang terlihat menantang dan didukung oleh sepatu berhak tinggi, pantatnya yang bulat terdorong ke atas, sangat menggiurkan mata yang memandang.	wear
ind_mixed_2012_1M	73933	Tanpa adanya kelenturan tulang belakang dan struktur khusus yang mengurangi gaya reaksi tanah ini, gaya yang	dikenakan	tanah akan langsung diteruskan ke tulang tengkorak dan ujung atas tulang belakang akan menghancurkan tengkorak dan menembus otak.	Tanpa adanya kelenturan tulang belakang dan struktur khusus yang mengurangi gaya reaksi tanah ini, gaya yang <m>dikenakan</m> tanah akan langsung diteruskan ke tulang tengkorak dan ujung atas tulang belakang akan menghancurkan tengkorak dan menembus otak.	subject to/imposed
ind_mixed_2012_1M	720287	Pada setiap langkah, ada gaya yang	dikenakan	tanah pada tubuh sebagai reaksi terhadap berat tubuh.	Pada setiap langkah, ada gaya yang <m>dikenakan</m> tanah pada tubuh sebagai reaksi terhadap berat tubuh.	subject to/imposed
ind_mixed_2012_1M	640693	Untuk 1 halaman dikenakan harga 10 gulden; untuk ukuran setengah, seperempat, seperdelapan, dan seperenambelas, masing-masing	dikenakan	tarif 60 gulden, 35 gulden, 20 gulden, dan 15 gulden.	Untuk 1 halaman dikenakan harga 10 gulden; untuk ukuran setengah, seperempat, seperdelapan, dan seperenambelas, masing-masing <m>dikenakan</m> tarif 60 gulden, 35 gulden, 20 gulden, dan 15 gulden.	subject to/imposed
ind_mixed_2012_1M	804274	Untuk konsultasi dokter di rumah sakit milik Pemerintah	dikenakan	tarif antara USD 40,- sampai USD 60,- sekali datang.	Untuk konsultasi dokter di rumah sakit milik Pemerintah <m>dikenakan</m> tarif antara USD 40,- sampai USD 60,- sekali datang.	subject to/imposed
ind_mixed_2012_1M	455168	Sedangkan untuk masyarakat yang memakai daya 900 VA ke atas	dikenakan	tarif nonsubsidi yang besarannya dibedakan sesuai golongannya.	Sedangkan untuk masyarakat yang memakai daya 900 VA ke atas <m>dikenakan</m> tarif nonsubsidi yang besarannya dibedakan sesuai golongannya.	subject to/imposed
ind_mixed_2012_1M	786975	"""Kalau"	dikenakan	tarif parkir, berarti petugas di Karebosi Link telah bertanggung jawab dalam menjaga keamanan kendaraan.	"""Kalau <m>dikenakan</m> tarif parkir, berarti petugas di Karebosi Link telah bertanggung jawab dalam menjaga keamanan kendaraan."	subject to/imposed
ind_mixed_2012_1M	67146	Untuk rute pertama dengan durasi setengah jam, pengunjung	dikenakan	tarif Rp7.	Untuk rute pertama dengan durasi setengah jam, pengunjung <m>dikenakan</m> tarif Rp7.	subject to/imposed
ind_mixed_2012_1M	427071	Bukan hanya itu, jika kendaraan parkir di atas lima jam hingga dua belas, pemilik kendaraan	dikenakan	tarif tambahan Rp 14.500 untuk roda dua, Rp 25.000 untuk roda empat dan Rp 40 000 untuk roda enam.	Bukan hanya itu, jika kendaraan parkir di atas lima jam hingga dua belas, pemilik kendaraan <m>dikenakan</m> tarif tambahan Rp 14.500 untuk roda dua, Rp 25.000 untuk roda empat dan Rp 40 000 untuk roda enam.	subject to/imposed
ind_mixed_2012_1M	841133	Pelanggan	dikenakan	tarif tetap, Rp 25 ribu per bulan untuk panggilan telepon sepuasnya ke sesama pelanggan StarOne di seluruh Indonesia.	Pelanggan <m>dikenakan</m> tarif tetap, Rp 25 ribu per bulan untuk panggilan telepon sepuasnya ke sesama pelanggan StarOne di seluruh Indonesia.	subject to/imposed
ind_mixed_2012_1M	537316	Selasa, 25 Maret 2003 16:06 p.m. Tebang Pohon Ilegal, Didenda Puluhan Ribu Dolar Denda puluhan riu dolar	dikenakan	terhadap agen properti dan real estate yang menebang pohon di lahan yang dikelolanya.	Selasa, 25 Maret 2003 16:06 p.m. Tebang Pohon Ilegal, Didenda Puluhan Ribu Dolar Denda puluhan riu dolar <m>dikenakan</m>terhadap agen properti dan real estate yang menebang pohon di lahan yang dikelolanya.	subject to/imposed
ind_mixed_2012_1M	768143	Menurut Perma tersebut, paksa badan bersifat universal dan dapat	dikenakan	terhadap debitor yang mampu membayar utang-utangnya namun tidak mau memenuhi kewajibannya.	Menurut Perma tersebut, paksa badan bersifat universal dan dapat <m>dikenakan</m> terhadap debitor yang mampu membayar utang-utangnya namun tidak mau memenuhi kewajibannya.	subject to/imposed
ind_mixed_2012_1M	718497	The Bell Jar lahir pada masa yang signifikan di Amerika ketika kehidupan domestik menjadi pelarian dari tekanan sosial yang	dikenakan	terhadap perempuan.	The Bell Jar lahir pada masa yang signifikan di Amerika ketika kehidupan domestik menjadi pelarian dari tekanan sosial yang <m>dikenakan</m> terhadap perempuan.	subject to/imposed
ind_mixed_2012_1M	282052	Pemegang hak guna usaha harus membayar semua pajak yang	dikenakan	terhadap tanah itu, baik pajak biasa maupun pajak luar biasa, baik pajak tahunan maupun pajak yang harus dibayar hanya satu kali saja.	Pemegang hak guna usaha harus membayar semua pajak yang <m>dikenakan</m> terhadap tanah itu, baik pajak biasa maupun pajak luar biasa, baik pajak tahunan maupun pajak yang harus dibayar hanya satu kali saja.	subject to/imposed
ind_mixed_2012_1M	904916	Karena Pasal 20 ayat (4) huruf a KUHAP menyatakan, penahanan dapat	dikenakan	terhadap tersangka atau terdakwa yang tindak pidananya itu diancam dengan pidana penjara lima tahun atau lebih.	Karena Pasal 20 ayat (4) huruf a KUHAP menyatakan, penahanan dapat <m>dikenakan</m> terhadap tersangka atau terdakwa yang tindak pidananya itu diancam dengan pidana penjara lima tahun atau lebih.	subject to/imposed
ind_mixed_2012_1M	753259	Usaha menihilisasi Diri melalui bunuh diri atau menyakiti tubuh merupakan bentuk penandaan eksistensi sekaligus resistensi terhadap norma-norma yang	dikenakan	terhadap tubuh.	Usaha menihilisasi Diri melalui bunuh diri atau menyakiti tubuh merupakan bentuk penandaan eksistensi sekaligus resistensi terhadap norma-norma yang <m>dikenakan</m> terhadap tubuh.	subject to/imposed
ind_mixed_2012_1M	760008	Tindakan percobaan bunuh diri menjadi bahasa yang meresistensi norma yang	dikenakan	terhadap tubuh.	Tindakan percobaan bunuh diri menjadi bahasa yang meresistensi norma yang <m>dikenakan</m> terhadap tubuh.	subject to/imposed
ind_mixed_2012_1M	179483	Apabila seseorang merugikan kepentingan orang lain, maka tak ada perbedaan pendapat bahwa pembatasan boleh dan bahkan harus	dikenakan	terhadapnya.	Apabila seseorang merugikan kepentingan orang lain, maka tak ada perbedaan pendapat bahwa pembatasan boleh dan bahkan harus <m>dikenakan</m> terhadapnya.	subject to/imposed
ind_mixed_2012_1M	217541	"Tak hanya itu, seorang model lain beberapa kali mengucapkan kata ""aduh"" dengan lirih saat bagian bawah bernuansa bunga yang"	dikenakan	terinjak.	"Tak hanya itu, seorang model lain beberapa kali mengucapkan kata ""aduh"" dengan lirih saat bagian bawah bernuansa bunga yang <m>dikenakan</m> terinjak."	wear
ind_mixed_2012_1M	515478	Sedangkan bagi mereka yang kritis, seperti para mahasiswa,	dikenakan	teror mental dan fisik.	Sedangkan bagi mereka yang kritis, seperti para mahasiswa, <m>dikenakan</m> teror mental dan fisik.	subject to/imposed
ind_mixed_2012_1M	859479	Bidai	dikenakan	terus (walaupun bidai ini bisa dilepas untuk dicuci).	Bidai <m>dikenakan</m> terus (walaupun bidai ini bisa dilepas untuk dicuci).	wear
ind_mixed_2012_1M	493281	Bakalan susah nih, pikir Dadang saat melihat celana pendek berbahan jeans yang	dikenakan	Tian.	Bakalan susah nih, pikir Dadang saat melihat celana pendek berbahan jeans yang <m>dikenakan</m> Tian.	wear
ind_mixed_2012_1M	683836	Satu hal yang patut diberi catatan adalah jika Anda hendak menggunakan helm tipe terbuka - tipe tiga per empat atau setengah - maka model rangka kacamata yang pas adalah satu keharusan agar nanti saat	dikenakan	tidak melorot.	Satu hal yang patut diberi catatan adalah jika Anda hendak menggunakan helm tipe terbuka - tipe tiga per empat atau setengah - maka model rangka kacamata yang pas adalah satu keharusan agar nanti saat <m>dikenakan</m> tidak melorot.	wear
ind_mixed_2012_1M	679178	Walau tarif yang	dikenakan	tidak mengalami kenaikan tetapi kondisi itu membawa untung hingga 50 persen lebih dari hari biasa.	Walau tarif yang <m>dikenakan</m> tidak mengalami kenaikan tetapi kondisi itu membawa untung hingga 50 persen lebih dari hari biasa.	subject to/imposed
ind_mixed_2012_1M	594096	Bagi pelakunya, bisa	dikenakan	tiga pelanggaran.	Bagi pelakunya, bisa <m>dikenakan</m> tiga pelanggaran.	subject to/imposed
ind_mixed_2012_1M	80751	Lebih lanjut di katakan Sutarno, jika yang di beberkan Yoyo itu benar terjadi, anggota KPU dapat	dikenakan	tindak pidana umum dan tindak pidana pemilukada serta pelanggaran kode etik.	Lebih lanjut di katakan Sutarno, jika yang di beberkan Yoyo itu benar terjadi, anggota KPU dapat <m>dikenakan</m> tindak pidana umum dan tindak pidana pemilukada serta pelanggaran kode etik.	subject to/imposed
ind_mixed_2012_1M	821584	Waktu itu Sutarno	dikenakan	tindakan administratif.	Waktu itu Sutarno <m>dikenakan</m> tindakan administratif.	subject to/imposed
ind_mixed_2012_1M	416742	Demikian juga halnya jika anak-anak tidak taat; mereka pun harus	dikenakan	tindakan disiplin.	Demikian juga halnya jika anak-anak tidak taat; mereka pun harus <m>dikenakan</m> tindakan disiplin.	subject to/imposed
ind_mixed_2012_1M	355326	Karena itu, tafsir Panji Sepuh diwakili melalui topeng-topeng aneka rupa, baik yang	dikenakan	tokoh Panji Sepuh maupun tujuh penari perempuan.	Karena itu, tafsir Panji Sepuh diwakili melalui topeng-topeng aneka rupa, baik yang <m>dikenakan</m> tokoh Panji Sepuh maupun tujuh penari perempuan.	wear
ind_mixed_2012_1M	752578	Jahitlah dan rapikan agar pantas	dikenakan	untuk “menghadap” nanti sore.	Jahitlah dan rapikan agar pantas <m>dikenakan</m> untuk “menghadap” nanti sore.	wear
ind_mixed_2012_1M	854086	Biasanya busana ini hanya dapat	dikenakan	untuk beberapa saat saja selama trennya masih berlaku.	Biasanya busana ini hanya dapat <m>dikenakan</m> untuk beberapa saat saja selama trennya masih berlaku.	wear
ind_mixed_2012_1M	631363	Suku bunga yang	dikenakan	untuk fasilitas ini dibedakan sesuai jangka waktu kredit maksimal 5 tahun dengan bunga rata-rata 1% flate rate per bulan.	Suku bunga yang <m>dikenakan</m> untuk fasilitas ini dibedakan sesuai jangka waktu kredit maksimal 5 tahun dengan bunga rata-rata 1% flate rate per bulan.	subject to/imposed
ind_mixed_2012_1M	886955	Pengendalian harga sudah	dikenakan	untuk hasil-hasil minyak sejak tahun 1945, dan haluan inflasi telah membuat harga sangat tidak realistis, sampai tahun 1963 kerugian yang dialami dalam perdagangan ini, ditanggung oleh Shell dan Stanvac.	Pengendalian harga sudah <m>dikenakan</m> untuk hasil-hasil minyak sejak tahun 1945, dan haluan inflasi telah membuat harga sangat tidak realistis, sampai tahun 1963 kerugian yang dialami dalam perdagangan ini, ditanggung oleh Shell dan Stanvac.	subject to/imposed
ind_mixed_2012_1M	34409	2) Pasal 311 KUHP dapat	dikenakan	untuk kasus pencemaran nama baik dengan menggunakan media Internet.	2) Pasal 311 KUHP dapat <m>dikenakan</m> untuk kasus pencemaran nama baik dengan menggunakan media Internet.	subject to/imposed
ind_mixed_2012_1M	553705	2. Pasal 282 dan 311 KUHP dapat	dikenakan	untuk kasus penyebaran foto atau film pribadi seseorang yang vulgar di internet.	2. Pasal 282 dan 311 KUHP dapat <m>dikenakan</m> untuk kasus penyebaran foto atau film pribadi seseorang yang vulgar di internet.	subject to/imposed
ind_mixed_2012_1M	667678	Seharusnya dilemari Anda tersimpan beberapa jenis busana atau gaun, yang bisa	dikenakan	untuk kencan ataupun pesta.	Seharusnya dilemari Anda tersimpan beberapa jenis busana atau gaun, yang bisa <m>dikenakan</m> untuk kencan ataupun pesta.	wear
ind_mixed_2012_1M	958648	Tarif yang biasanya	dikenakan	untuk mengantar ke Pulau Kodingareng Keke adalah Rp.	Tarif yang biasanya <m>dikenakan</m> untuk mengantar ke Pulau Kodingareng Keke adalah Rp.	subject to/imposed
ind_mixed_2012_1M	958446	“Bahaya yang lebih besar tak boleh	dikenakan	untuk menghindari bahaya yang lebih kecil”.	“Bahaya yang lebih besar tak boleh <m>dikenakan</m> untuk menghindari bahaya yang lebih kecil”.	unclear
ind_mixed_2012_1M	993261	Sebaliknya, kerugian yang lebih kecil dapat	dikenakan	untuk menghindari kerugian yang lebih besar; atau suatu keuntungan yang lebih kecil dapat dikorbankan demi keuntungan yang lebih besar.	Sebaliknya, kerugian yang lebih kecil dapat <m>dikenakan</m> untuk menghindari kerugian yang lebih besar; atau suatu keuntungan yang lebih kecil dapat dikorbankan demi keuntungan yang lebih besar.	subject to/imposed
ind_mixed_2012_1M	166746	Adam dan Hawa tentunya memiliki pertimbangan dan perenungan yang dalam tentang pakaian binatang yang dibuat Tuhan dan	dikenakan	untuk mereka.	Adam dan Hawa tentunya memiliki pertimbangan dan perenungan yang dalam tentang pakaian binatang yang dibuat Tuhan dan <m>dikenakan</m> untuk mereka.	wear-metaphorical
ind_mixed_2012_1M	936928	Meskipun belum diketahui besarnya tarif yang akan	dikenakan	untuk operasional busway, namun ia memastikan bahwa tarif busway akan lebih murah dibanding dengan kendaraan umum lain, seperti angkutan kota.	Meskipun belum diketahui besarnya tarif yang akan <m>dikenakan</m> untuk operasional busway, namun ia memastikan bahwa tarif busway akan lebih murah dibanding dengan kendaraan umum lain, seperti angkutan kota.	subject to/imposed
ind_mixed_2012_1M	699448	3) Pasal 282 KUHP dapat	dikenakan	untuk penyebaran pornografi maupun website porno yang banyak beredar dan mudah diakses di Internet.	3) Pasal 282 KUHP dapat <m>dikenakan</m> untuk penyebaran pornografi maupun website porno yang banyak beredar dan mudah diakses di Internet.	subject to/imposed
ind_mixed_2012_1M	527882	Orang-orang akan menyembah dan nafsu akan	dikenakan	untuk pergi.	Orang-orang akan menyembah dan nafsu akan <m>dikenakan</m> untuk pergi.	wear-metaphorical
ind_mixed_2012_1M	37600	Apakah intan akan berubah nama menjadi batu lumpur got, apakah intan akan berubah status menjadi batu jalan biasa, apakah intan tidak dapat dijual kembali atau tidak layak d	dikenakan	untuk pesta?	Apakah intan akan berubah nama menjadi batu lumpur got, apakah intan akan berubah status menjadi batu jalan biasa, apakah intan tidak dapat dijual kembali atau tidak layak d<m>dikenakan</m> untuk pesta?	wear
ind_mixed_2012_1M	216085	Mengenai harga yang	dikenakan	untuk produk Timur Tengah itu kata Rachmat bervariasi, mulai belasan ribu hingga ratusan juta rupiah dengan komoditi yang paling laku meliputi pakaian dan obat – obatan herbal serta air zam zam.	Mengenai harga yang <m>dikenakan</m> untuk produk Timur Tengah itu kata Rachmat bervariasi, mulai belasan ribu hingga ratusan juta rupiah dengan komoditi yang paling laku meliputi pakaian dan obat – obatan herbal serta air zam zam.	subject to/imposed
ind_mixed_2012_1M	500153	Sbb, parameter yg sama juga bisa	dikenakan	utk kasus neraka.	Sbb, parameter yg sama juga bisa <m>dikenakan</m> utk kasus neraka.	subject to/imposed
ind_mixed_2012_1M	775371	” Sersan tadi langsung memegangi kedua tangan Vira sementara Polantas menarik kaos yang	dikenakan	Vira ke atas.	” Sersan tadi langsung memegangi kedua tangan Vira sementara Polantas menarik kaos yang <m>dikenakan</m> Vira ke atas.	wear
ind_mixed_2012_1M	670091	Menurutnya, meski dilepas ia sempat	dikenakan	wajib lapor setiap hari, kemudian seminggu sekali.	Menurutnya, meski dilepas ia sempat <m>dikenakan</m> wajib lapor setiap hari, kemudian seminggu sekali.	subject to/imposed
ind_mixed_2012_1M	807076	Lungi, sama seperti pakaian Sari yang	dikenakan	wanita India, merupakan baju daerah yang biasa dipakai orang2 Bangladesh.	Lungi, sama seperti pakaian Sari yang <m>dikenakan</m> wanita India, merupakan baju daerah yang biasa dipakai orang2 Bangladesh.	wear
ind_mixed_2012_1M	447311	Katanya, khusus Indonesia, desainnya sengaja dibuat seperti itu supaya bisa	dikenakan	wanita-wanita Muslim tanpa harus mengubah penampilan.	Katanya, khusus Indonesia, desainnya sengaja dibuat seperti itu supaya bisa <m>dikenakan</m> wanita-wanita Muslim tanpa harus mengubah penampilan.	wear
